Filename,SN_Name,redshift,Age_(days),MJD,Status,Error,t0,t0_err,x1,x1_err,c,c_err,chi2_red
sn2007fb-20070719.48-fast.flm,2007fb,0.018,13.536345776037438,54300.48,Success,,54287.49340687629,0.1115976846522244,-0.8265423103760168,0.0573854300280074,-0.020619585774476,0.0060059485052137,3.587599851056607
sn2006hb-20061022.39-fast.flm,2006hb,0.0153,30.32601201615372,54030.39,Success,,53996.99296938584,0.2163924912783841,-1.4723784921553331,0.0865634521227153,0.0639242315552457,0.0107133652569471,18.9987167066726
sn2006cf-20060519.25-fast.flm,2006cf,0.0416,1.7761136712735643,53874.25,Success,,53875.15965148797,0.1381569392615347,-0.151887463919583,0.044509422486728,0.0928860931103583,0.0033633057521225,2.794001273346398
sn1995ac-19950929.27-fast.flm,1995ac,0.0499,-3.6479664729990913,49989.27,Success,,50001.92162426126,0.4642846557944722,2.0197127296472654,0.0518407978638528,0.4233815377134094,0.0054714637580998,1.9207141540324104
sn1998dx-19980917.13-fast.flm,1998dx,0.0542,1.1667615253233974,51073.13,Success,,51071.89632681418,1.125536429379281,-0.2611589795102287,0.188733468457942,-0.0394304750329751,0.0198148556390555,2.8968763701506104
sn2006N-20060130.22-fast.flm,2006N,0.0143,4.554865424433224,53765.22,Success,,53761.93638290954,0.1048124056142114,-0.3864324235131153,0.0477792230205338,0.3030980702879883,0.0038929101816468,3.90274140381067
sn1999by-19990522.14-fast.flm,1999by,0.0022,10.915984833368915,51320.14,Success,,51295.92100155803,0.189778574531374,-1.7209346042892235,0.0674351322920083,0.114196220653968,0.0162499246024332,12.619124084210483
snf20080522-000-20080609.18-fast.flm,snf20080522-000,0.045,4.47846889952181,54626.18,Success,,54623.253331805005,0.1439097449037945,1.8052867314657872,0.0591198793971461,0.1202645522229918,0.0044402062244552,4.045978445445932
sn2005el-20051026.50-fast.flm,2005el,0.0148,22.763106030743543,53669.5,Success,,53642.814153350904,0.1235947430359374,-0.4283445659671807,0.0395317762084155,0.0601507453617038,0.0045412018683453,3.871395230427222
sn2001ay-20010502.30-fast.flm,2001ay,0.0302,9.027373325570675,52031.3,Success,,52023.47750760482,0.1023661322033149,-0.9024369592770078,0.0674467407521663,0.0590054957841778,0.0041105294065258,5.018223277493257
sn2007ca-20070513.21-fast.flm,2007ca,0.0141,6.419485257866125,54233.21,Success,,54229.56178590693,0.0994702001698897,0.077856949673299,0.0520698229747893,0.3619778396051124,0.0036789630193252,2.7205606858124147
sn2008bf-20080415.24-fast.flm,2008bf,0.0246,16.240484091352155,54571.24,Success,,54555.58731763193,0.0868237533068168,1.0967187046346711,0.0472441620410867,-0.0063804617047745,0.0038299297293924,2.7301256131079827
sn2006S-20060202.47-fast.flm,2006S,0.0321,-0.7072958046661423,53768.47,Success,,53771.19253176196,0.0590326557066873,0.5936171347403407,0.0303166325623808,0.0894524216757366,0.0017348035328502,1.833347875122597
sn2002fb-20020929.42-fast.flm,2002fb,0.0156,17.053958251279745,52546.42,Success,,52517.957923885944,1.3594524915934016,-0.6266298563439017,0.2278555833389052,0.2951188846535477,0.0259495317873038,3.002478505617412
sn2007ca-20070520.22-fast.flm,2007ca,0.0141,13.332018538609676,54240.22,Success,,54228.288604077425,0.0712721183044777,0.6245819172522875,0.041804248415902,0.2945056274135514,0.003512813824518,2.666422163205203
sn2002ha-20021029.13-fast.flm,2002ha,0.0144,-4.209384858048181,52576.13,Success,,52580.81374191447,0.0576818181689304,-1.0831716160648246,0.0258011379913721,0.0554124756620599,0.0021129643597489,1.7817815981309777
sn2003it-20031030.22-fast.flm,2003it,0.0251,7.530972588041328,52942.22,Success,,52936.53475177497,0.0588426753747626,-0.4300598533369286,0.0417412137195068,0.1240783202476029,0.0021049908022378,1.6166649239179227
sn2002jg-20021211.14-fast.flm,2002jg,0.0157,9.392537166487026,52619.14,Success,,52609.45017913434,0.1345612005716248,-0.9079225175060324,0.0750756601857298,0.5543536492650722,0.005276977629032,3.45630079318218
sn1994ae-19941201.50-fast.flm,1994ae,0.0043,1.9914368216668328,49687.5,Success,,49683.33479981892,0.0788809390614915,0.8839057174930609,0.0567370890259262,-0.0514293054014285,0.0032028291242566,4.488007646768491
sn2001bf-20010517.48-fast.flm,2001bf,0.0156,0.7680189050867583,52046.48,Success,,52047.817469491114,0.1546417016215855,-0.4311651161733669,0.0480725640964796,0.0745370850897282,0.0027235733678004,4.790396442382011
sn2002ck-20020519.24-fast.flm,2002ck,0.0298,15.7700524373645,52413.24,Success,,52393.643114339735,0.1520354651511297,0.9283491158940648,0.0556929216390305,-0.0392139162518386,0.0084568353751788,3.1559279713068236
sn2004ef-20040917.27-fast.flm,2004ef,0.031,1.5227934044614055,53265.27,Success,,53267.753458024694,0.091925684177113,-1.5335208072409017,0.04706230697103,0.2129039845921903,0.0027752184522227,4.05218619165215
sn2006S-20060224.39-fast.flm,2006S,0.0321,20.530956302686103,53790.39,Success,,53771.751883634985,0.186776308069966,0.8943766137966975,0.0600077213588692,0.0070875959325261,0.0123337800113838,2.442936304091644
sn2005M-20050301.32-fast.flm,2005M,0.022,24.677103718200748,53430.32,Success,,53404.38623495879,0.1611719026623177,1.610511109119713,0.0894686135320603,0.0169523383548672,0.0090931741981417,4.827578553792072
sn2006cp-20060604.24-fast.flm,2006cp,0.0223,-6.31908441748912,53890.24,Success,,53899.812040990495,0.0518357607434154,-1.341188837909895,0.0165823233211845,0.0137388589029154,0.0022886874779021,2.8474540572817855
sn2006H-20060129.13-fast.flm,2006H,0.014,11.370808678499838,53764.13,Success,,53729.748946720974,0.1988794500648509,1.7238622022251278,0.2779288181362298,0.2858070183199113,0.0100622806753781,19.206397359253728
sn2002ck-20020503.34-fast.flm,2002ck,0.0298,0.3301611963454142,52397.34,Success,,52393.916291102745,0.0987568255804944,1.005639626791032,0.0423658010144505,-0.0087604181072926,0.0025803922613726,1.6613042424746158
sn2005ke-20051223.21-fast.flm,2005ke,0.0045,28.28272772523267,53727.21,Success,,53692.355055736385,0.3564563503532554,-1.0347105279163098,0.0919937147241172,0.1858854901498226,0.011154247118458,22.32316629227483
sn2004at-20040427.26-fast.flm,2004at,0.0223,29.599921745086608,53122.26,Success,,53094.20868124993,0.0970481203075905,-0.506920917844722,0.0398549485519152,-0.0863412023779746,0.0043356102219606,2.011048093113856
sn2007ci-20070617.20-fast.flm,2007ci,0.018,21.41453831040829,54268.2,Success,,54239.88811008346,0.4137265581375686,-1.6644057336110305,0.0973595157580653,-0.0781570730133159,0.0183287371062725,8.75785030692508
sn1998bu-19980517.15-fast.flm,1998bu,0.0029,-2.5426263834835323,50950.15,Success,,50951.774904468526,0.0421439125275355,-0.1592473482109015,0.0198787742215763,0.2712978886041039,0.0014335520028553,1.0394514307831413
sn2008ar-20080306.40-fast.flm,2008ar,0.0261,-2.6313224831859365,54531.4,Success,,54538.3036624498,0.1122750708746025,-1.2588381244406253,0.0434309339373141,0.1225423322809664,0.0036340214927275,4.217859195699612
sn2004at-20040415.19-fast.flm,2004at,0.0223,17.793211386092466,53110.19,Success,,53091.90720051754,0.0951927401001739,0.6955705307582383,0.0305922812338961,-0.083074806284322,0.0061852729316467,2.3015178954884754
sn2001ep-20011015.45-fast.flm,2001ep,0.013,-2.122408687069551,52197.45,Success,,52199.30778752024,0.0747527082567103,-1.773253953295204,0.0347926663903369,0.1287173712212508,0.0025735340707573,3.0445816674194006
sn2001eh-20011017.33-fast.flm,2001eh,0.0371,28.76289653842614,52199.33,Success,,52171.8995033337,0.1428415109112393,0.9033008743689814,0.0886369688417524,0.0030654555934916,0.0058805652769575,3.3727016916866406
sn2007hj-20070918.35-fast.flm,2007hj,0.0143,12.274475007391391,54361.35,Success,,54342.63082367472,0.0858918661215284,-1.2093201099418978,0.0383457577762448,0.1229882962974331,0.0063819539386459,4.437783082043232
sn1999aa-19990310.23-fast.flm,1999aa,0.0144,14.61947949526986,51247.23,Success,,51232.45772858653,0.0487623592416639,1.5279506121080786,0.0270670039221232,-0.0674415072398746,0.002284659191377,0.9825858673229236
sn2004at-20040328.20-fast.flm,2004at,0.0223,0.1956372884643349,53092.2,Success,,53093.32736824499,0.0665362782820011,-0.4394280407875932,0.0297289661032753,-0.0644615156373466,0.0019343438683675,1.5521185779096156
sn2005ke-20051206.25-fast.flm,2005ke,0.0045,11.398705823790037,53710.25,Success,,53680.69111322923,0.1688562313320289,-0.8622877809755765,0.0516879586417574,0.358703442327733,0.0045792637302145,10.11368266183898
sn2001G-20010125.34-fast.flm,2001G,0.0168,4.661683713609326,51934.34,Success,,51932.131358267354,0.0874789383233292,0.3874416053977523,0.0305783556619753,0.0184613620488512,0.0020666660198143,1.3931304157342934
sn2004L-20040130.33-fast.flm,2004L,0.0323,5.2600988084861875,53034.33,Success,,53029.09651103462,0.11437541700070142,-0.06959468290095794,0.0712384206888958,0.3939197877627237,0.004202717596766603,3.303079919152669
sn2003it-20031026.25-fast.flm,2003it,0.0251,3.658179689786363,52938.25,Success,,52936.0066748174,0.13696482892919448,-0.5582123415027747,0.047450259733462286,0.11291599096310595,0.003310980518830081,1.8476196982810997
sn2003fa-20030705.41-mmt.flm,2003fa,0.0404,18.464052287587855,52825.41,Success,,52808.8265228625,0.24606829413460218,-0.02378264781034556,0.057745470291762566,-0.09048217516567658,0.007534690656822614,3.4775824927026866
sn2007le-20071104.31-fast.flm,2007le,0.0068,9.545093365117785,54408.31,Success,,54400.56552907261,0.05506880599205033,-1.2589455206693931,0.047157733008666436,0.22751263982262315,0.0028440824880607424,4.495173288673991
sn2002bo-20020316.34-fast.flm,2002bo,0.0043,-7.328487503734523,52349.34,Success,,52358.61211535149,0.046607477248471696,-1.4006426523078312,0.014294253848560534,0.2308417560046675,0.0023309178908083594,2.400143755271081
sn2003du-20030604.35-fast.flm,2003du,0.0064,28.07034976152623,52794.35,Success,,52767.78112571665,0.060467552993941354,0.07037982329853198,0.022530851484309444,-0.04305052848969232,0.002175193439539036,1.4747964231934176
sn2006sr-20061222.12-fast.flm,2006sr,0.0244,-0.9566575556383498,54091.12,Success,,54094.73029765878,0.04650245639641071,-1.1406447550564482,0.02647494298164421,0.10816098074151792,0.0017284048768589286,1.5236613350304649
sn2002fb-20021005.37-fast.flm,2002fb,0.0156,22.912564001579433,52552.37,Success,,52518.548263509736,0.32890964618854923,1.1419801339493674,0.41525567571515204,0.1317182331680516,0.014784562656384226,8.536276717845857
sn2004fu-20041202.07-fast.flm,2004fu,0.0092,15.328973444313478,53341.07,Success,,53324.79420106865,0.13149057269401965,-0.35683128260355534,0.056860725973332915,-0.11984490758535155,0.011184556237319024,10.672378556954223
sn1998dx-19980915.22-fast.flm,1998dx,0.0542,-0.6450388920511203,51071.22,Success,,51073.017298815605,0.2168573139133514,-0.09802702252595319,0.06624727695579313,0.027964806463873004,0.004191796979881979,2.730408218510915
sn2004ef-20040907.30-fast.flm,2004ef,0.031,-8.14742967991676,53255.3,Success,,53267.51232050972,0.21805974264498218,-0.812592118998938,0.041040803622442334,0.09596526309980097,0.006047254824004103,4.388324390760683
sn2008ar-20080407.29-fast.flm,2008ar,0.0261,28.447519734920892,54563.29,Success,,54535.3934047546,0.11791478341183392,-0.8915079504697778,0.0346469326760952,-0.034242623221328095,0.004843996772788711,3.3491217023454833
sn2007kk-20071008.41-fast.flm,2007kk,0.041,-0.7588856868334267,54381.41,Success,,54384.317382971414,0.10258355260157259,-0.5416996415614683,0.044581582452302815,0.1461266378908145,0.002750624339020083,4.626412680566115
sn2001br-20010524.46-mmt.flm,2001br,0.0209,2.5075913409713704,52053.46,Success,,52054.60210593305,0.06372035174717894,-1.5131833391195295,0.036863756855557206,0.2760933492459256,0.0018477877608152893,4.352488988972791
sn2001E-20010124.48-fast.flm,2001E,0.0191,7.732312825046273,51933.48,Success,,51925.51555540339,0.1262096706450393,0.2869768194150799,0.10449356700866619,0.38849045793741127,0.005439731458067143,8.266468290449616
