Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15,bootstrap_age,snid_std_dev,delta_age,delta_age_unc,MJD
sn1997cn-19970609.21-fast.flm,8.97,1997cn,21.744689221086333,0.7867820613690009,0.0168,1.9,91bg,1.9,25.4,1.4717,3.655310778913666,1.668810025764483,50608.21
sn1999by-19990513.18-fast.flm,162.82,1999by,1.9756535621664353,0.4989024146876871,0.0022,1.97,91bg,1.97,1.0,3.3174,-0.9756535621664352,3.3547051106440344,51311.18
sn2007F-20070126.43-fast.flm,72.99,2007F,2.9601406799519694,0.0,0.0236,0.96,N,0.96,2.0,0.7246,-0.9601406799519694,0.7246,54126.43
sn2004at-20040323.24-fast.flm,84.06,2004at,-4.65616746552092,0.7825491538687275,0.0223,1.05,N,1.05,-3.0,0.8591,1.6561674655209204,1.1620826081740754,53087.24
sn2003hu-20031002.13-fast.flm,9.26,2003hu,12.120930232557058,1.9534883720930232,0.075,,91T,,,,,,52914.13
sn2001V-20010427.35-fast.flm,27.36,2001V,52.75342330804418,0.3940498473056842,0.0151,0.82,91T,0.82,46.0,2.4634,-6.753423308044177,2.494717387232797,52026.35
sn1994D-19940503.25-fast.flm,58.41,1994D,42.626383487885136,0.0997108385681523,0.0029,1.37,N,1.37,48.7,1.6598,6.073616512114867,1.6627923175574164,49475.25
sn2001N-20010201.37-fast.flm,50.78,2001N,10.35259549461284,0.0,0.021,,HV,,8.0,0.4643,-2.3525954946128405,0.4643,51941.37
sn2004as-20040422.33-fast.flm,7.99,2004as,30.969932104752953,0.5819592628516004,0.031,0.92,N,0.92,29.6,1.0278,-1.3699321047529516,1.1811221036026625,53117.33
sn1998es-19981121.23-fast.flm,204.88,1998es,-4.42311498119324,0.8905600633287157,0.0106,0.85,91T,0.85,-5.25,0.6718,-0.8268850188067596,1.1155323690489871,51138.23
sn2001cp-20010627.26-fast.flm,64.79,2001cp,-1.1150234741778344,0.0978090766823161,0.0224,0.88,N,0.88,-1.45,1.1118,-0.3349765258221655,1.11609401731281,52087.26
sn1999ac-19990312.53-fast.flm,155.11,1999ac,-0.9608717186737632,0.6934125804853887,0.0095,1.23,91T,1.23,-1.5,2.0549,-0.5391282813262368,2.1687404217138124,51249.53
sn1998V-19980319.51-fast.flm,81.39,1998V,0.3046982504471669,0.7863180656575585,0.0174,0.99,N,0.99,-0.1,1.0419,-0.4046982504471669,1.3053167088409787,50891.51
sn1998bu-19980621.16-fast.flm,178.65,1998bu,32.366138199228644,0.4985541928407618,0.0029,1.03,N,1.03,34.9,0.8746,2.533861800771355,1.0067181547976096,50985.16
sn2006ax-20060324.30-fast.flm,62.51,2006ax,-8.360381626831908,0.2950722927117143,0.0167,1.06,N,1.06,-3.7,1.2045,4.660381626831907,1.240116086471806,53818.3
sn2007ki-20071006.50-fast.flm,12.53,2007ki,,,0.0167,,,,14.6,1.3636,,,54379.5
sn2005cf-20050607.23-fast.flm,225.31,2005cf,-5.434674614996411,0.1987083954297069,0.0065,1.1,N,1.1,-4.6,1.0723,0.8346746149964117,1.0905559666584053,53528.23
snf20080522-000-20080626.05-ldss3.flm,50.46,snf20080522-000,20.622009569380776,0.0956937799043062,0.045,,91T,,20.3,0.7715,-0.3220095693807749,0.7774120847480914,54643.05
sn2000cf-20000523.31-fast.flm,23.01,2000cf,14.482825164024277,0.7719027402547279,0.0364,1.16,N,1.16,16.7,0.5645,2.2171748359757224,0.9562918437447628,51687.31
sn2003fd-20030630.24-fast.flm,3.67,2003fd,,,0.0597,,,,-2.9,0.5412,,,52820.24
sn2002cd-20020411.48-fast.flm,48.29,2002cd,-7.640538400627364,0.3958828186856691,0.0104,0.84,HV,0.84,-2.75,1.1318,4.890538400627364,1.1990389677281177,52375.48
sn2002eu-20020910.40-fast.flm,16.58,2002eu,7.806476484192891,0.1927525057825751,0.0376,1.52,N,1.52,6.9,0.3434,-0.9064764841928908,0.3937982840052272,52527.4
sn2007fb-20070719.48-fast.flm,30.21,2007fb,13.536345776037438,0.2946954813359528,0.018,,N,,12.51,0.3688,-1.026345776037438,0.4720793013041653,54300.48
sn2006hb-20061022.39-fast.flm,29.16,2006hb,30.32601201615372,0.3939722249581404,0.0153,1.44,91bg,1.44,28.9,0.9594,-1.4260120161537202,1.0371414918122157,54030.39
sn2002av-20020213.19-fast.flm,18.53,2002av,,,0.049,,,,7.7,0.263,,,52318.19
sn2006cf-20060519.25-fast.flm,44.53,2006cf,1.7761136712735643,0.1920122887864823,0.0416,,N,,0.65,0.9523,-1.1261136712735644,0.971464877926641,53874.25
sn1995ac-19950929.27-fast.flm,32.58,1995ac,-3.6479664729990913,0.4762358319839984,0.0499,0.77,,0.77,,,,,49989.27
sn2006N-20060130.22-fast.flm,113.33,2006N,4.554865424433224,0.1971803214039239,0.0143,1.5,N,1.5,4.8,0.7647,0.2451345755667757,0.7897127130475707,53765.22
sn1998dx-19980917.13-fast.flm,7.24,1998dx,1.1667615253233974,0.4742933029785619,0.0542,1.32,N,1.32,1.25,0.4942,0.0832384746766026,0.6849728295708626,51073.13
sn1999by-19990522.14-fast.flm,123.19,1999by,10.915984833368915,0.4989024146876871,0.0022,1.97,91bg,1.97,35.9,2.6854,24.98401516663108,2.7313507243452286,51320.14
sn2005el-20051026.50-fast.flm,35.45,2005el,22.763106030743543,0.1970831690973591,0.0148,1.27,N,1.27,28.2,1.8134,5.436893969256456,1.8240782153025832,53669.5
snf20080522-000-20080609.18-fast.flm,46.89,snf20080522-000,4.47846889952181,0.0956937799043062,0.045,,91T,,2.6,1.9894,-1.8784688995218104,1.99170019317978,54626.18
sn2001ay-20010502.30-fast.flm,42.24,2001ay,9.027373325570675,0.7765482430596001,0.0302,0.68,HV,0.68,8.15,0.4552,-0.8773733255706748,0.9001301093725016,52031.3
sn2007ca-20070513.21-fast.flm,35.35,2007ca,6.419485257866125,0.1972192091509713,0.0141,0.89,N,0.89,4.0,0.7854,-2.419485257866125,0.809783042831927,54233.21
sn2008bf-20080415.24-fast.flm,49.28,2008bf,16.240484091352155,0.3903962521959789,0.0246,1.05,N,1.05,16.15,0.8537,-0.090484091352156,0.9387294198695736,54571.24
sn2006S-20060202.47-fast.flm,64.59,2006S,-0.7072958046661423,0.0968898362561767,0.0321,0.93,N,0.93,-3.1,1.3298,-2.3927041953338577,1.3333250467795723,53768.47
sn2007le-20071204.12-fast.flm,37.47,2007le,39.15375446961217,0.4966229638458482,0.0068,1.01,HV,1.01,38.2,2.162,-0.9537544696121644,2.218305291933244,54438.12
sn1995D-19950426.14-fast.flm,51.02,1995D,64.01112545942419,0.09933445912387,0.0067,1.05,N,1.05,61.2,1.2331,-2.81112545942419,1.2370945577317167,49833.14
sn2007ca-20070520.22-fast.flm,65.67,2007ca,13.332018538609676,0.1972192091509713,0.0141,0.89,N,0.89,11.4,0.3915,-1.932018538609675,0.4383693265479857,54240.22
sn2002ha-20021029.13-fast.flm,73.8,2002ha,-4.209384858048181,0.5914826498422713,0.0144,1.22,N,1.22,-3.55,0.7669,0.6593848580481811,0.9684974626009276,52576.13
sn2003it-20031030.22-fast.flm,56.3,2003it,7.530972588041328,0.195102916788606,0.0251,1.36,N,1.36,6.445,0.2748,-1.0859725880413276,0.3370165992045817,52942.22
sn2002fb-20020929.42-fast.flm,4.03,2002fb,17.053958251279745,1.2800315084679008,0.0156,1.77,91bg,1.77,,,,,52546.42
sn2002jg-20021211.14-fast.flm,21.39,2002jg,9.392537166487026,0.0984542679925174,0.0157,1.42,N,1.42,8.2,0.4518,-1.1925371664870266,0.4624029442877093,52619.14
sn1994ae-19941201.50-fast.flm,289.67,1994ae,1.9914368216668328,0.7965747286667331,0.0043,0.96,N,0.96,1.35,1.0217,-0.6414368216668327,1.2955316238326564,49687.5
sn2001bf-20010517.48-fast.flm,119.3,2001bf,0.7680189050867583,0.7877116975187082,0.0156,0.99,N,0.99,-3.55,1.7356,-4.318018905086758,1.905989789691384,52046.48
sn2004ef-20040917.27-fast.flm,40.27,2004ef,1.5227934044614055,0.1939864209505334,0.031,1.39,HV,1.39,-0.9,1.2365,-2.4227934044614057,1.2516241374762622,53265.27
sn1997by-19970430.30-fast.flm,14.66,1997by,,,0.0452,,,,-1.3,0.5919,,,50568.3
sn2002ck-20020519.24-fast.flm,22.92,2002ck,15.7700524373645,0.5826374053214216,0.0298,1.08,N,1.08,18.4,1.025,2.6299475626354987,1.179021350985502,52413.24
sn2006cp-20060604.24-fast.flm,60.44,2006cp,-6.31908441748912,0.0,0.0223,0.98,HV,0.98,-5.7,0.9454,0.6190844174891197,0.9454,53890.24
sn2006S-20060224.39-fast.flm,15.8,2006S,20.530956302686103,0.0968898362561767,0.0321,0.93,N,0.93,18.15,0.3686,-2.380956302686105,0.3811215034208234,53790.39
sn2007fs-20070909.33-fast.flm,31.38,2007fs,55.077165044725085,2.064287820701858,0.0173,,N,,57.1,1.2004,2.0228349552749165,2.387937261884831,54352.33
sn2005M-20050301.32-fast.flm,18.55,2005M,24.677103718200748,1.36986301369863,0.022,0.87,91T,0.87,23.26,1.1339,-1.417103718200746,1.7782727255118922,53430.32
sn2006H-20060129.13-fast.flm,36.42,2006H,11.370808678499838,0.3944773175542406,0.014,1.83,91bg,1.83,26.35,1.5492,14.979191321500164,1.5986347281554936,53764.13
sn2002ck-20020503.34-fast.flm,48.5,2002ck,0.3301611963454142,0.5826374053214216,0.0298,1.08,N,1.08,0.5,1.0941,0.1698388036545858,1.2395649059567952,52397.34
sn1998bu-19980517.15-fast.flm,281.0,1998bu,-2.5426263834835323,0.4985541928407618,0.0029,1.03,N,1.03,-1.8,0.8055,0.7426263834835323,0.9473048786948706,50950.15
sn1997br-19970529.24-fast.flm,58.12,1997br,37.67252507198396,0.695065038228577,0.0071,1.09,,1.09,33.15,0.8093,-4.522525071983964,1.0668092131996674,50597.24
sn2004at-20040427.26-fast.flm,24.08,2004at,29.599921745086608,0.7825491538687275,0.0223,1.05,N,1.05,28.45,1.213,-1.1499217450866084,1.4435207578073346,53122.26
sn2005ke-20051223.21-fast.flm,42.6,2005ke,28.28272772523267,0.6968641114982578,0.0045,1.82,91bg,1.82,32.1,1.3641,3.8172722747673298,1.5317925446659728,53727.21
sn2007ci-20070617.20-fast.flm,8.63,2007ci,21.41453831040829,0.1964636542239685,0.018,1.6,N,1.6,26.0,0.9596,4.58546168959171,0.9795050420651418,54268.2
sn2008ar-20080306.40-fast.flm,28.92,2008ar,-2.6313224831859365,0.584738329597505,0.0261,1.1,N,1.1,-5.9,1.0412,-3.268677516814064,1.1941592666392873,54531.4
sn2002bo-20020506.18-fast.flm,55.75,2002bo,43.29383650304013,0.6970028875833914,0.0043,1.08,HV,1.08,44.45,1.179,1.15616349695987,1.3696182042085985,52400.18
sn2004at-20040415.19-fast.flm,42.86,2004at,17.793211386092466,0.7825491538687275,0.0223,1.05,N,1.05,17.175,0.8574,-0.6182113860924652,1.1608264031372917,53110.19
sn2001P-20010219.42-fast.flm,5.34,2001P,,,0.0206,,,,30.9,1.8024,,,51959.42
sn2001ep-20011015.45-fast.flm,137.44,2001ep,-2.122408687069551,0.493583415597236,0.013,1.3,N,1.3,-1.1,0.9122,1.022408687069551,1.0371756978220392,52197.45
sn1999aa-19990310.23-fast.flm,127.37,1999aa,14.61947949526986,0.887223974763407,0.0144,0.78,91T,0.78,15.175,0.6691,0.5555205047301399,1.1112430838457348,51247.23
sn2007hj-20070918.35-fast.flm,51.01,2007hj,12.274475007391391,0.1971803214039239,0.0143,1.95,N,1.95,22.25,0.8415,9.975524992608609,0.8642929648845666,54361.35
sn2001eh-20011017.33-fast.flm,20.83,2001eh,28.76289653842614,0.2892681515765114,0.0371,0.92,91T,0.92,25.2,0.8965,-3.5628965384261413,0.9420129051751316,52199.33
sn2004at-20040328.20-fast.flm,108.06,2004at,0.1956372884643349,0.7825491538687275,0.0223,1.05,N,1.05,-0.8,0.7718,-0.995637288464335,1.0991171085105815,53092.2
sn2005ke-20051206.25-fast.flm,121.24,2005ke,11.398705823790037,0.6968641114982578,0.0045,1.82,91bg,1.82,17.5,1.788,6.101294176209963,1.9190006748029709,53710.25
sn2000fd-20001226.15-fast.flm,25.61,2000fd,,,0.0161,,,,,,,,51904.15
sn2001G-20010125.34-fast.flm,142.71,2001G,4.661683713609326,2.1636506687647525,0.0168,,N,,3.8,0.4385,-0.8616837136093265,2.207638210043974,51934.34
sn1999be-19990412.17-fast.flm,40.84,1999be,,,0.0189,,,,29.9,2.3218,,,51280.17
sn2006sr-20061222.12-fast.flm,71.45,2006sr,-0.9566575556383498,0.3904724716907458,0.0244,1.24,HV,1.24,-2.3,0.7659,-1.34334244436165,0.8596927132111103,54091.12
sn2002bo-20020316.34-fast.flm,161.47,2002bo,-7.328487503734523,0.6970028875833914,0.0043,1.08,HV,1.08,0.9,1.054,8.228487503734524,1.2636174362913746,52349.34
sn2003it-20031026.25-fast.flm,33.64,2003it,3.658179689786363,0.195102916788606,0.0251,1.36,N,1.36,2.0,0.6108,-1.6581796897863632,0.6412033906175338,52938.25
sn2003ge-20030624.22-fast.flm,23.95,2003ge,,,0.0335,,,,7.55,0.3519,,,52814.22
sn2007bj-20070609.28-fast.flm,24.0,2007bj,59.0989573086777,0.0,0.0166,,,,73.35,3.7338,14.251042691322295,3.7338,54260.28
sn2003fa-20030705.41-mmt.flm,40.95,2003fa,18.464052287587855,0.4805843906189927,0.0404,0.8,91T,0.8,16.8,0.5129,-1.6640522875878538,0.70287108811405,52825.41
sn2007le-20071104.31-fast.flm,190.15,2007le,9.545093365117785,0.4966229638458482,0.0068,1.01,HV,1.01,8.6,0.347,-0.9450933651177847,0.6058410420391099,54408.31
sn1998bu-19980701.16-fast.flm,154.87,1998bu,42.33722205604388,0.4985541928407618,0.0029,1.03,N,1.03,44.6,1.364,2.2627779439561237,1.4522576504185143,50995.16
sn2003du-20030604.35-fast.flm,84.65,2003du,28.07034976152623,0.9936406995230525,0.0064,1.07,N,1.07,31.5,3.7248,3.4296502384737693,3.855056015124639,52794.35
sn2004L-20040130.33-fast.flm,27.34,2004L,5.2600988084861875,0.2906131938390003,0.0323,1.12,N,1.12,5.7,0.4188,0.4399011915138127,0.5097543216425972,53034.33
sn2004fu-20041202.07-fast.flm,53.83,2004fu,15.328973444313478,0.1981767736821244,0.0092,1.08,HV,1.08,14.55,0.6512,-0.7789734443134773,0.6806875007131069,53341.07
sn2003dt-20030505.46-fast.flm,3.83,2003dt,,,0.0144,,,,105.125,6.9656,,,52764.46
sn1995al-19960115.35-fast.flm,70.42,1995al,67.90369117500745,0.5969555268132524,0.0051,0.87,HV,0.87,69.85,2.3118,1.946308824992542,2.3876296071612297,50097.35
sn2002fb-20021005.37-fast.flm,12.87,2002fb,22.912564001579433,1.2800315084679008,0.0156,1.77,91bg,1.77,18.3,2.5265,-4.6125640015794325,2.8322575646770916,52552.37
sn2006le-20061214.30-fast.flm,24.34,2006le,35.28602319638436,0.2948692746215844,0.0174,0.88,N,0.88,33.9,1.4557,-1.3860231963843646,1.4852644138724458,54083.3
sn1998dx-19980915.22-fast.flm,17.56,1998dx,-0.6450388920511203,0.4742933029785619,0.0542,1.32,N,1.32,-1.25,1.2614,-0.6049611079488797,1.347621644694947,51071.22
sn2007kk-20071008.41-fast.flm,37.65,2007kk,-0.7588856868334267,1.921229586935639,0.041,,N,,-1.855,2.5063,-1.0961143131665732,3.1579523137180026,54381.41
sn2004ef-20040907.30-fast.flm,11.24,2004ef,-8.14742967991676,0.1939864209505334,0.031,1.39,HV,1.39,-7.0,1.0486,1.14742967991676,1.0663923722125912,53255.3
sn2006bb-20060402.20-fast.flm,21.66,2006bb,,,0.0252,,,,10.6,0.486,,,53827.2
sn2008ar-20080407.29-fast.flm,21.26,2008ar,28.447519734920892,0.584738329597505,0.0261,1.1,N,1.1,27.72,0.7713,-0.7275197349208931,0.9678959676021388,54563.29
sn2001br-20010524.46-mmt.flm,85.24,2001br,2.5075913409713704,0.783622294054266,0.0209,1.16,HV,1.16,2.0,0.5186,-0.5075913409713704,0.9396860431755228,52053.46
sn2000B-20000309.13-fast.flm,3.89,2000B,48.79795898341275,1.275635364537337,0.0191,1.46,,1.46,44.0,1.4513,-4.797958983412748,1.9322311645500143,51612.13
sn2006le-20061227.32-fast.flm,10.58,2006le,48.08334971495798,0.2948692746215844,0.0174,0.88,N,0.88,51.1,2.3386,3.0166502850420187,2.3571164267205513,54096.32
sn2001E-20010124.48-fast.flm,47.07,2001E,7.732312825046273,0.7850063781768228,0.0191,0.92,HV,0.92,7.35,0.4265,-0.3823128250462737,0.8933852829425237,51933.48
sn2002bz-20020513.20-fast.flm,12.0,2002bz,,,0.037,,,,17.775,1.2979,,,52407.2
sn1994D-19940410.26-fast.flm,103.28,1994D,19.70286170106894,0.0997108385681523,0.0029,1.37,N,1.37,25.425,2.0283,5.7221382989310605,2.030749403872365,49452.26
sn2007cg-20070515.22-fast.flm,15.88,2007cg,6.504065040651534,1.7421602787456447,0.0332,1.05,HV,1.05,7.65,0.3562,1.145934959348466,1.7782015849838573,54235.22
sn2004ct-20040716.21-fast.flm,17.71,2004ct,,,0.0334,,,,25.5,2.1392,,,53202.21
sn1995D-19950302.30-fast.flm,175.4,1995D,9.53610807589731,0.09933445912387,0.0067,1.05,N,1.05,8.45,0.3583,-1.086108075897311,0.3718147721237441,49778.3
sn1999gp-20000212.11-fast.flm,28.5,1999gp,35.07353657348986,1.266192656082595,0.0267,0.87,91T,0.87,29.3,0.8459,-5.77353657348986,1.5227575815990857,51586.11
sn2007kk-20071014.37-fast.flm,30.78,2007kk,4.966378482233939,1.921229586935639,0.041,,N,,4.6,0.5274,-0.3663784822339391,1.992303663028527,54387.37
sn2003gq-20030729.39-fast.flm,19.24,2003gq,1.4587820638319586,0.5874290189935382,0.0214,1.69,,1.69,,,,,52849.39
snf20080720-001-20080801.44-fast.flm,16.28,snf20080720-001,7.483592908217669,0.2938583602703497,0.0209,,N,,7.25,0.3201,-0.2335929082176688,0.4345304890347496,54679.44
sn2007ci-20070520.20-fast.flm,45.58,2007ci,-6.090373280947314,0.1964636542239685,0.018,1.6,N,1.6,-0.05,0.8337,6.040373280947314,0.8565358471371967,54240.2
sn2005M-20050409.19-fast.flm,5.23,2005M,62.71037181996456,1.36986301369863,0.022,0.87,91T,0.87,44.8,1.7267,-17.91037181996456,2.2040910975500747,53469.19
sn2007fs-20071010.22-fast.flm,12.81,2007fs,85.44185589304851,2.064287820701858,0.0173,,N,,91.425,3.233,5.983144106951485,3.835827577811342,54383.22
sn1998bu-19980620.14-fast.flm,162.23,1998bu,31.349087645829425,0.4985541928407618,0.0029,1.03,N,1.03,33.8,0.8908,2.4509123541705726,1.020823649412132,50984.14
sn2003ae-20030310.26-fast.flm,16.67,2003ae,,,0.0328,,,,34.645,3.7009,,,52708.26
sn2003du-20030523.22-fast.flm,122.37,2003du,16.01748807631421,0.9936406995230525,0.0064,1.07,N,1.07,16.2,1.0072,0.1825119236857908,1.4148405138914637,52782.22
sn2003du-20030427.24-fast.flm,102.71,2003du,-9.797297297297876,0.9936406995230525,0.0064,1.07,N,1.07,-0.9,1.0333,8.897297297297875,1.4335378368737468,52756.24
sn2007if-20070912.30-mmt.flm,66.53,2007if,6.423384844536822,0.4654626698938744,0.0742,0.71,pec,0.71,8.3,0.5011,1.8766151554631785,0.6839274135935288,54355.3
sn2007fb-20070711.41-fast.flm,48.24,2007fb,5.609037328100592,0.2946954813359528,0.018,,N,,3.2,0.331,-2.4090373281005917,0.4431776469090345,54292.41
sn2007oo-20071107.34-fast.flm,6.67,2007oo,,,0.0298,,,,-6.6,1.4689,,,54411.34
sn2007le-20071218.12-fast.flm,34.25,2007le,53.05919745729592,0.4966229638458482,0.0068,1.01,HV,1.01,53.65,2.2073,0.5908025427040755,2.262478211656199,54452.12
sn2006mo-20061113.21-fast.flm,33.81,2006mo,5.2159660624722495,0.674893945237177,0.0372,,N,,5.245,0.607,0.0290339375277506,0.9077063607344622,54052.21
sn1998es-19990207.13-fast.flm,57.97,1998es,72.65980605580873,0.8905600633287157,0.0106,0.85,91T,0.85,64.5,2.2742,-8.15980605580873,2.4423519128897144,51216.13
sn2007le-20071114.18-fast.flm,139.45,2007le,19.348430671437427,0.4966229638458482,0.0068,1.01,HV,1.01,18.05,0.6552,-1.2984306714374263,0.8221443962097137,54418.18
sn2008Z-20080307.27-fast.flm,38.99,2008Z,17.208619000979148,0.2938295788442703,0.021,1.02,N,1.02,16.25,0.4751,-0.958619000979148,0.5586195766385218,54532.27
sn2003kf-20040117.23-fast.flm,51.32,2003kf,40.133015683939135,0.3970617431010522,0.0074,1.1,N,1.1,40.9,0.8016,0.7669843160608636,0.894550494848919,53021.23
sn2008ae-20080214.32-fast.flm,12.4,2008ae,2.8346762450230596,0.9707795359673818,0.0301,,pec,,16.4,1.409,13.56532375497694,1.7110505274401002,54510.32
sn2000fo-20010101.08-fast.flm,30.35,2000fo,,,0.0238,,,,7.1,0.4839,,,51910.08
sn2001F-20010114.54-fast.flm,16.11,2001F,,,0.0229,,,,23.55,2.9073,,,51923.54
sn2000fa-20010325.18-mmt.flm,5.41,2000fa,98.97189856065968,0.1958288455889552,0.0213,1.0,N,1.0,88.55,4.5889,-10.421898560659685,4.593076544840582,51993.18
sn1994ae-19950501.20-fast.flm,38.12,1994ae,152.04620133425976,0.7965747286667331,0.0043,0.96,N,0.96,159.3,26.8655,7.253798665740248,26.87730681352487,49838.2
sn2005cf-20050709.23-fast.flm,95.14,2005cf,26.358668653756695,0.1987083954297069,0.0065,1.1,N,1.1,29.6,3.0076,3.2413313462433067,3.014157060674551,53560.23
sn2003iv-20031019.38-fast.flm,20.86,2003iv,-2.4364304360476403,0.3867349898482065,0.0343,1.65,N,1.65,-1.0,0.9708,1.4364304360476403,1.0449959772041673,52931.38
sn2008Q-20080209.09-fast.flm,249.32,2008Q,-0.307509175681924,0.1983930165658169,0.0081,1.25,N,1.25,-0.6,0.6674,-0.292490824318076,0.6962632756523098,54505.09
snf20080522-011-20080623.05-ldss3.flm,69.52,snf20080522-011,22.49735041912113,0.1926967915984198,0.0379,,N,,19.9,1.1559,-2.597350419121131,1.1718518948622836,54640.05
sn2003W-20030129.35-mmt.flm,75.18,2003W,-11.126360160767126,0.0,0.0201,1.14,HV,1.14,-8.1,0.7482,3.026360160767126,0.7482,52668.35
sn2005am-20050309.25-fast.flm,141.99,2005am,2.9254264180851743,0.4958349861166204,0.0084,1.3,N,1.3,1.7,0.7365,-1.2254264180851744,0.88785392011145,53438.25
sn2003kf-20040130.29-fast.flm,29.4,2003kf,53.09708159618618,0.3970617431010522,0.0074,1.1,N,1.1,55.4,1.461,2.3029184038138197,1.513994394915135,53034.29
sn2004dt-20041015.34-fast.flm,18.9,2004dt,52.52109083774141,0.6866784382970373,0.0194,1.14,HV,1.14,59.2,1.0165,6.678909162258591,1.2267027054759674,53293.34
sn2004L-20040127.40-fast.flm,48.55,2004L,2.4217766153250024,0.2906131938390003,0.0323,1.12,N,1.12,0.9,1.5986,-1.5217766153250023,1.6248009073216647,53031.4
sn1995E-19950303.16-fast.flm,52.01,1995E,3.913043478267197,0.4940711462450592,0.012,1.16,N,1.16,3.3,0.7807,-0.6130434782671972,0.92390410084159,49779.16
sn2000dp-20001006.41-fast.flm,43.9,2000dp,,,0.0345,,,,-0.35,0.7548,,,51823.41
sn2003im-20031003.34-fast.flm,13.59,2003im,,,0.0196,,,,36.7,1.1644,,,52915.34
sn2001V-20010619.23-mmt.flm,29.56,2001V,104.8468131218602,0.3940498473056842,0.0151,0.82,91T,0.82,87.65,2.0362,-17.19681312186019,2.0739782357010483,52079.23
sn2000ey-20001201.12-fast.flm,79.14,2000ey,,,0.0205,,,,5.9,3.2255,,,51879.12
sn2005G-20050118.56-fast.flm,22.61,2005G,,,0.0231,,,,13.6,0.5774,,,53388.56
sn2006bz-20060506.16-fast.flm,10.94,2006bz,-1.4024152707392408,0.1947798987144527,0.0268,2.09,91bg,2.09,-0.55,1.5201,0.8524152707392407,1.5325283745964418,53861.16
sn2002cx-20020517.23-fast.flm,28.2,2002cx,-4.365234374994031,1.46484375,0.024,1.51,pec,1.51,-5.4,0.5909,-1.034765625005969,1.57953474856176,52411.23
sn2000cn-20000603.37-fast.flm,21.87,2000cn,-9.311187103076536,0.0977039570102589,0.0235,1.51,,1.51,-8.0,1.3923,1.311187103076536,1.3957239530850871,51698.37
sn2001ec-20010912.45-fast.flm,13.78,2001ec,,,0.0454,,,,18.9,1.1162,,,52164.45
sn2003iz-20031023.28-fast.flm,21.3,2003iz,,,0.0482,,,,3.9,0.7409,,,52935.28
sn2006gr-20061029.23-fast.flm,10.78,2006gr,23.99961337715228,0.4832785617630002,0.0346,0.81,N,0.81,21.25,0.913,-2.7496133771522793,1.0330184743070736,54037.23
sn2005cc-20050531.20-fast.flm,83.96,2005cc,2.580645161288878,0.4962779156327543,0.0075,1.94,,1.94,0.2,0.733,-2.3806451612888777,0.8852009769226371,53521.2
sn2003W-20030204.27-fast.flm,43.1,2003W,-5.3230075482798656,0.0,0.0201,1.14,HV,1.14,-0.5,1.3693,4.8230075482798656,1.3693,52674.27
sn1998ab-19980502.26-fast.flm,36.73,1998ab,20.311587147030753,0.4868549172346641,0.027,1.04,91T,1.04,23.3,1.1218,2.9884128529692475,1.222891225921411,50935.26
sn1995D-19950331.17-mmt.flm,128.46,1995D,38.21396642495397,0.09933445912387,0.0067,1.05,N,1.05,37.1,1.1554,-1.113966424953972,1.159662233052983,49807.17
sn1998ex-19981130.51-fast.flm,8.03,1998ex,,,0.0365,,,,40.49,0.9691,,,51147.51
sn2005mz-20060121.13-fast.flm,26.23,2005mz,10.151336477981989,1.3757861635220123,0.0176,1.83,,1.83,25.35,2.8332,15.198663522018013,3.1495729564083157,53756.13
sn2003if-20030922.45-fast.flm,12.38,2003if,,,0.0056,,,,114.7,4.8689,,,52904.45
sn2006H-20060128.11-fast.flm,27.19,2006H,10.364891518739682,0.3944773175542406,0.014,1.83,91bg,1.83,26.65,2.9439,16.285108481260316,2.970212040253152,53763.11
sn2004as-20040324.34-fast.flm,39.04,2004as,2.8516003879680434,0.5819592628516004,0.031,0.92,N,0.92,-1.3,1.8369,-4.151600387968044,1.9268830254114488,53088.34
sn2006lf-20061029.40-fast.flm,17.34,2006lf,-7.500986971968559,0.1973943939992104,0.0132,1.3,N,1.3,-2.2,1.8948,5.300986971968559,1.9050542214809307,54037.4
sn2004dt-20040915.45-fast.flm,42.77,2004dt,23.19992152245848,0.6866784382970373,0.0194,1.14,HV,1.14,23.9,1.4053,0.700078477541517,1.564095702833448,53263.45
sn1998es-19981225.14-fast.flm,88.82,1998es,29.13120918266607,0.8905600633287157,0.0106,0.85,91T,0.85,27.3,1.6614,-1.8312091826660684,1.8850324099060063,51172.14
sn2007bm-20070608.16-fast.flm,41.73,2007bm,34.4464321208542,0.3975352812562115,0.0062,1.09,N,1.09,34.28,1.0333,-0.1664321208541963,1.1071328691008389,54259.16
sn2002dj-20020617.17-fast.flm,115.7,2002dj,-8.3523233924505,0.1981571386109184,0.0093,1.19,HV,1.19,-1.805,0.6434,6.547323392450501,0.6732234484793786,52442.17
sn2000dk-20000921.27-fast.flm,90.07,2000dk,-4.255528255529971,0.1965601965601965,0.0175,1.62,N,1.62,-4.2,1.014,0.0555282555299712,1.0328755543974226,51808.27
sn2006hb-20060930.50-fast.flm,88.41,2006hb,8.765882005320057,0.3939722249581404,0.0153,1.44,91bg,1.44,4.75,0.6717,-4.015882005320057,0.7787136855343353,54008.5
sn2007sr-20080301.37-fast.flm,71.96,2007sr,76.83969769292369,0.2983293556085918,0.0056,1.05,,1.05,80.95,3.2838,4.11030230707631,3.2973235880662117,54526.37
