Filename,SN_Name,Age_(days),Age_Unc_(days),redshift
sn1994ae-19941228.49-fast.flm,1994ae,28.865876730058712,0.7965747286667331,0.0043
sn1994ae-19950103.48-fast.flm,1994ae,34.83023001095609,0.7965747286667331,0.0043
sn1994ae-19950107.37-fast.flm,1994ae,38.7035746290975,0.7965747286667331,0.0043
sn1994ae-19950131.40-fast.flm,1994ae,62.63068804142333,0.7965747286667331,0.0043
sn1994ae-19950206.45-fast.flm,1994ae,68.65478442696116,0.7965747286667331,0.0043
sn1994ae-19950224.33-fast.flm,1994ae,86.45822961266728,0.7965747286667331,0.0043
sn1994ae-19950501.20-fast.flm,1994ae,152.04620133425976,0.7965747286667331,0.0043
sn1994ae-19951202.47-mmt.flm,1994ae,366.3945036343734,0.7965747286667331,0.0043
sn1995D-19950224.30-fast.flm,1995D,3.576040528465105,0.09933445912387008,0.0067
sn1995D-19950226.28-fast.flm,1995D,5.542862819113685,0.09933445912387008,0.0067
sn1995D-19950228.26-fast.flm,1995D,7.509685109769492,0.09933445912387008,0.0067
sn1995D-19950302.30-fast.flm,1995D,9.53610807589731,0.09933445912387008,0.0067
sn1995D-19950304.34-fast.flm,1995D,11.562531042017898,0.09933445912387008,0.0067
sn1995D-19950307.32-fast.flm,1995D,14.522697923912407,0.09933445912387008,0.0067
sn1995D-19950309.29-mmt.flm,1995D,16.479586768653803,0.09933445912387008,0.0067
sn1995D-19950331.17-mmt.flm,1995D,38.21396642495397,0.09933445912387008,0.0067
sn1995D-19950404.23-fast.flm,1995D,42.246945465388016,0.09933445912387008,0.0067
sn1995D-19950426.14-fast.flm,1995D,64.01112545942419,0.09933445912387008,0.0067
sn1995D-19950501.15-fast.flm,1995D,68.9877818615321,0.09933445912387008,0.0067
sn1995D-19950525.20-fast.flm,1995D,92.87771928081852,0.09933445912387008,0.0067
sn1995D-19951124.46-mmt.flm,1995D,274.91804907122486,0.09933445912387008,0.0067
sn1995D-19951202.44-mmt.flm,1995D,282.8449389093129,0.09933445912387008,0.0067
sn1995E-19950224.27-fast.flm,1995E,-2.895256916996335,0.49407114624505927,0.012
sn1995E-19950226.27-fast.flm,1995E,-0.9189723320160978,0.49407114624505927,0.012
sn1995E-19950228.23-fast.flm,1995E,1.0177865612708614,0.49407114624505927,0.012
sn1995E-19950303.16-fast.flm,1995E,3.9130434782671966,0.49407114624505927,0.012
sn1995E-19950305.17-fast.flm,1995E,5.899209486167158,0.49407114624505927,0.012
sn1995E-19950308.16-mmt.flm,1995E,8.853754940717788,0.49407114624505927,0.012
sn1995E-19950331.22-mmt.flm,1995E,31.640316205537623,0.49407114624505927,0.012
sn1995Y-19950916.49-fast.flm,1995Y,,,0.0177
sn1995Y-19950919.33-fast.flm,1995Y,,,0.0177
sn1995Y-19950922.41-fast.flm,1995Y,,,0.0177
sn1995Y-19950924.37-fast.flm,1995Y,,,0.0177
sn1995ac-19950927.31-fast.flm,1995ac,-5.514810934375534,0.47623583198399844,0.0499
sn1995ac-19950929.27-fast.flm,1995ac,-3.6479664729990913,0.47623583198399844,0.0499
sn1995ac-19951028.23-fast.flm,1995ac,23.9356129155202,0.47623583198399844,0.0499
sn1995ac-19951123.07-mmt.flm,1995ac,48.54748071244991,0.47623583198399844,0.0499
sn1995ak-19951114.25-fast.flm,1995ak,13.347022587270418,0.977803852547179,0.0227
sn1995ak-19951118.33-fast.flm,1995ak,17.336462305664615,0.977803852547179,0.0227
sn1995ak-19951123.38-fast.flm,1995ak,22.274371761023602,0.977803852547179,0.0227
sn1995ak-19951127.26-fast.flm,1995ak,26.068250708911208,0.977803852547179,0.0227
sn1995ak-19951222.23-fast.flm,1995ak,50.48401290701541,0.977803852547179,0.0227
sn1995ak-19960115.17-fast.flm,1995ak,73.89263713699003,0.977803852547179,0.0227
sn1995al-19951114.52-fast.flm,1995al,6.387424136900063,0.5969555268132524,0.0051
sn1995al-19951116.51-fast.flm,1995al,8.36732663416923,0.5969555268132524,0.0051
sn1995al-19951118.53-fast.flm,1995al,10.37707690777066,0.5969555268132524,0.0051
sn1995al-19951121.45-fast.flm,1995al,13.282260471593418,0.5969555268132524,0.0051
sn1995al-19951123.54-fast.flm,1995al,15.361655556663344,0.5969555268132524,0.0051
sn1995al-19951124.51-mmt.flm,1995al,16.326733658345926,0.5969555268132524,0.0051
sn1995al-19951124.53-fast.flm,1995al,16.34663217590318,0.5969555268132524,0.0051
sn1995al-19951126.46-fast.flm,1995al,18.2668391204861,0.5969555268132524,0.0051
sn1995al-19951127.52-fast.flm,1995al,19.321460551187197,0.5969555268132524,0.0051
sn1995al-19951203.40-mmt.flm,1995al,25.1716247139617,0.5969555268132524,0.0051
sn1995al-19951222.47-fast.flm,1995al,44.14486120784262,0.5969555268132524,0.0051
sn1995al-19960115.35-fast.flm,1995al,67.90369117500745,0.5969555268132524,0.0051
sn1995al-19960210.31-fast.flm,1995al,93.73196696845997,0.5969555268132524,0.0051
sn1995bd-19951223.34-fast.flm,1995bd,-11.985018726595204,0.3942440370589395,0.0146
sn1995bd-19951225.27-fast.flm,1995bd,-10.082791247785533,0.3942440370589395,0.0146
sn1995bd-19951226.26-fast.flm,1995bd,-9.107037256059495,0.3942440370589395,0.0146
sn1995bd-19951228.25-fast.flm,1995bd,-7.145673171693279,0.3942440370589395,0.0146
sn1995bd-19960115.24-fast.flm,1995bd,10.585452395030519,0.3942440370589395,0.0146
sn1995bd-19960125.23-fast.flm,1995bd,20.431697220582695,0.3942440370589395,0.0146
sn1995bd-19960210.19-fast.flm,1995bd,36.16203429923352,0.3942440370589395,0.0146
sn1995bd-19960224.11-mmt.flm,1995bd,49.881726788882894,0.3942440370589395,0.0146
sn1995bd-19960317.12-mmt.flm,1995bd,71.57500492805305,0.3942440370589395,0.0146
sn1996C-19960217.48-fast.flm,1996C,1.9279454722523872,0.2921129503407985,0.027
sn1996C-19960220.40-fast.flm,1996C,4.771178188901125,0.2921129503407985,0.027
sn1996C-19960223.44-mmt.flm,1996C,7.731256085688734,0.2921129503407985,0.027
sn1996V-19960411.24-fast.flm,1996V,,,0.0237
sn1996X-19960414.32-fast.flm,1996X,-3.7544696066734566,0.29797377830750893,0.0068
sn1996X-19960415.32-fast.flm,1996X,-2.76122367898176,0.29797377830750893,0.0068
sn1996X-19960416.44-fast.flm,1996X,-1.6487882399644582,0.29797377830750893,0.0068
sn1996X-19960417.33-fast.flm,1996X,-0.7647993643194265,0.29797377830750893,0.0068
sn1996X-19960418.31-fast.flm,1996X,0.20858164481438907,0.29797377830750893,0.0068
sn1996X-19960419.30-fast.flm,1996X,1.191895113234372,0.29797377830750893,0.0068
sn1996X-19960420.31-fast.flm,1996X,2.195073500197782,0.29797377830750893,0.0068
sn1996X-19960425.29-fast.flm,1996X,7.141438220105611,0.29797377830750893,0.0068
sn1996X-19960426.28-fast.flm,1996X,8.124751688518367,0.29797377830750893,0.0068
sn1996X-19960508.26-fast.flm,1996X,20.02383790226807,0.29797377830750893,0.0068
sn1996X-19960510.25-fast.flm,1996X,22.000397298372523,0.29797377830750893,0.0068
sn1996X-19960516.24-fast.flm,1996X,27.949940405243762,0.29797377830750893,0.0068
sn1996X-19960521.22-fast.flm,1996X,32.89630512515159,0.29797377830750893,0.0068
sn1996X-19960606.19-fast.flm,1996X,48.758442590389144,0.29797377830750893,0.0068
sn1996X-19960615.28-fast.flm,1996X,57.78704807310319,0.29797377830750893,0.0068
sn1996Z-19960518.18-fast.flm,1996Z,4.149295215406284,1.0919197935278937,0.0074
sn1996Z-19960520.17-fast.flm,1996Z,6.124677387331997,1.0919197935278937,0.0074
sn1996Z-19960522.17-fast.flm,1996Z,8.109986102837258,1.0919197935278937,0.0074
sn1996Z-19960524.18-fast.flm,1996Z,10.105221361922068,1.0919197935278937,0.0074
sn1996Z-19960528.16-fast.flm,1996Z,14.055985705780714,1.0919197935278937,0.0074
sn1996Z-19960606.17-fast.flm,1996Z,22.999801469126716,1.0919197935278937,0.0074
sn1996ab-19960522.37-fast.flm,1996ab,1.3089937666973857,1.6028495102404274,0.123
sn1996ac-19960524.19-fast.flm,1996ac,,,0.0255
sn1996ai-19960620.17-fast.flm,1996ai,-0.9273107986841073,0.8973975471133714,0.0029
sn1996ai-19960620.15-mmt.flm,1996ai,-0.9472529663945455,0.8973975471133714,0.0029
sn1996ai-19960621.23-fast.flm,1996ai,0.12962409014324122,0.8973975471133714,0.0029
sn1996ai-19960623.27-fast.flm,1996ai,2.163725196927165,0.8973975471133714,0.0029
sn1996ai-19960625.26-fast.flm,1996ai,4.147970884438621,0.8973975471133714,0.0029
sn1996ai-19960706.23-fast.flm,1996ai,15.086249875366097,0.8973975471133714,0.0029
sn1996ai-19960716.18-fast.flm,1996ai,25.007478312894357,0.8973975471133714,0.0029
sn1996bk-19961015.10-fast.flm,1996bk,2.5829525134100386,0.5960659646334194,0.0066
sn1996bl-19961016.29-fast.flm,1996bl,-4.063706563705721,0.28957528957528955,0.036
sn1996bl-19961018.18-fast.flm,1996bl,-2.2393822393819582,0.28957528957528955,0.036
sn1996bl-19961103.25-fast.flm,1996bl,13.272200772200772,0.28957528957528955,0.036
sn1996bl-19961108.24-fast.flm,1996bl,18.08880308880112,0.28957528957528955,0.036
sn1996bo-19961103.27-fast.flm,1996bo,3.2147070389272496,0.4915454187966968,0.0172
sn1996bo-19961105.24-fast.flm,1996bo,5.151395988987379,0.4915454187966968,0.0172
sn1996bo-19961107.15-fast.flm,1996bo,7.029099488794194,0.4915454187966968,0.0172
sn1996bo-19961109.28-fast.flm,1996bo,9.123082972865548,0.4915454187966968,0.0172
sn1996bo-19961111.27-fast.flm,1996bo,11.079433739674398,0.4915454187966968,0.0172
sn1996bt-19961112.44-fast.flm,1996bt,,,0.009
sn1996bv-19970102.33-fast.flm,1996bv,45.56899773778081,0.7868594472312385,0.0167
sn1996by-19961217.37-fast.flm,1996by,,,0.0137
sn1996by-19961218.27-fast.flm,1996by,,,0.0137
sn1996by-19970102.31-fast.flm,1996by,,,0.0137
sn1996by-19970108.33-fast.flm,1996by,,,0.0137
sn1996by-19970109.33-fast.flm,1996by,,,0.0137
sn1996by-19970131.24-fast.flm,1996by,,,0.0137
sn1996ca-19961217.10-fast.flm,1996ca,,,0.0163
sn1996ca-19961218.09-fast.flm,1996ca,,,0.0163
sn1996ca-19970102.09-fast.flm,1996ca,,,0.0163
sn1996ca-19970110.10-fast.flm,1996ca,,,0.0163
sn1997E-19970116.25-fast.flm,1997E,-3.700779630908911,0.3947498272969505,0.0133
sn1997E-19970131.26-fast.flm,1997E,11.112207638411167,0.3947498272969505,0.0133
sn1997E-19970209.23-fast.flm,1997E,19.964472515546433,0.3947498272969505,0.0133
sn1997E-19970302.13-fast.flm,1997E,40.590150991806354,0.3947498272969505,0.0133
sn1997Y-19970209.41-fast.flm,1997Y,1.880106309679587,0.6890441972635101,0.0159
sn1997Y-19970210.40-fast.flm,1997Y,2.8546116743788317,0.6890441972635101,0.0159
sn1997Y-19970214.47-fast.flm,1997Y,6.86091150703924,0.6890441972635101,0.0159
sn1997Y-19970302.35-fast.flm,1997Y,22.492371296386008,0.6890441972635101,0.0159
sn1997bp-19970407.42-mmt.flm,1997bp,-3.054646434594611,0.5950609937518596,0.0083
sn1997bp-19970409.29-fast.flm,1997bp,-1.2000396707320509,0.5950609937518596,0.0083
sn1997bp-19970410.27-fast.flm,1997bp,-0.22810671427472123,0.5950609937518596,0.0083
sn1997bp-19970411.30-fast.flm,1997bp,0.7934146583386992,0.5950609937518596,0.0083
sn1997bp-19970412.31-fast.flm,1997bp,1.7951006644824672,0.5950609937518596,0.0083
sn1997bp-19970413.31-fast.flm,1997bp,2.7868689874022334,0.5950609937518596,0.0083
sn1997bp-19970414.30-fast.flm,1997bp,3.768719627097997,0.5950609937518596,0.0083
sn1997bp-19970429.26-fast.flm,1997bp,18.60557373797683,0.5950609937518596,0.0083
sn1997bp-19970508.15-fast.flm,1997bp,27.42239412873297,0.5950609937518596,0.0083
sn1997bp-19970512.22-fast.flm,1997bp,31.45889120301613,0.5950609937518596,0.0083
sn1997bp-19970530.18-fast.flm,1997bp,49.271050282654265,0.5950609937518596,0.0083
sn1997bp-19970604.20-fast.flm,1997bp,54.24972726370831,0.5950609937518596,0.0083
sn1997bp-19970610.20-fast.flm,1997bp,60.20033720122691,0.5950609937518596,0.0083
sn1997bq-19970408.14-mmt.flm,1997bq,-11.651639750324023,0.4953928465272961,0.0093
sn1997bq-19970409.15-fast.flm,1997bq,-10.650946200336866,0.4953928465272961,0.0093
sn1997bq-19970410.16-fast.flm,1997bq,-9.65025265034971,0.4953928465272961,0.0093
sn1997bq-19970411.13-fast.flm,1997bq,-8.68919052809281,0.4953928465272961,0.0093
sn1997bq-19970412.13-fast.flm,1997bq,-7.698404835038218,0.4953928465272961,0.0093
sn1997bq-19970413.22-fast.flm,1997bq,-6.618448429604964,0.4953928465272961,0.0093
sn1997bq-19970414.21-fast.flm,1997bq,-5.637570593482937,0.4953928465272961,0.0093
sn1997bq-19970429.17-fast.flm,1997bq,9.184583374612897,0.4953928465272961,0.0093
sn1997bq-19970501.17-fast.flm,1997bq,11.166154760722081,0.4953928465272961,0.0093
sn1997bq-19970502.19-mmt.flm,1997bq,12.176756167641804,0.4953928465272961,0.0093
sn1997bq-19970509.16-fast.flm,1997bq,19.082532448233465,0.4953928465272961,0.0093
sn1997bq-19970531.18-fast.flm,1997bq,40.89963340929241,0.4953928465272961,0.0093
sn1997bq-19970606.18-fast.flm,1997bq,46.84434756761997,0.4953928465272961,0.0093
sn1997br-19970413.32-fast.flm,1997br,-7.923741435808957,0.695065038228577,0.0071
sn1997br-19970414.31-fast.flm,1997br,-6.940720881744849,0.695065038228577,0.0071
sn1997br-19970429.28-fast.flm,1997br,7.923741435801732,0.695065038228577,0.0071
sn1997br-19970501.27-fast.flm,1997br,9.899712044478093,0.695065038228577,0.0071
sn1997br-19970503.29-mmt.flm,1997br,11.905471154798889,0.695065038228577,0.0071
sn1997br-19970508.26-fast.flm,1997br,16.84043292622294,0.695065038228577,0.0071
sn1997br-19970512.25-fast.flm,1997br,20.802303644123807,0.695065038228577,0.0071
sn1997br-19970529.24-fast.flm,1997br,37.67252507198396,0.695065038228577,0.0071
sn1997br-19970602.19-fast.flm,1997br,41.59467778770669,0.695065038228577,0.0071
sn1997br-19970609.18-fast.flm,1997br,48.53539866944432,0.695065038228577,0.0071
sn1997br-19970702.17-mmt.flm,1997br,71.36332042497799,0.695065038228577,0.0071
sn1997by-19970430.30-fast.flm,1997by,,,0.0452
sn1997by-19970501.29-fast.flm,1997by,,,0.0452
sn1997by-19970509.24-fast.flm,1997by,,,0.0452
sn1997bz-19970430.19-fast.flm,1997bz,,,0.0299
sn1997bz-19970502.15-mmt.flm,1997bz,,,0.0299
sn1997cn-19970529.27-fast.flm,1997cn,10.985444531862957,0.7867820613690009,0.0168
sn1997cn-19970530.20-fast.flm,1997cn,11.900078678204707,0.7867820613690009,0.0168
sn1997cn-19970531.33-fast.flm,1997cn,13.011408339893,0.7867820613690009,0.0168
sn1997cn-19970601.35-fast.flm,1997cn,14.014555468135327,0.7867820613690009,0.0168
sn1997cn-19970602.36-fast.flm,1997cn,15.007867820615695,0.7867820613690009,0.0168
sn1997cn-19970603.23-fast.flm,1997cn,15.86349331235706,0.7867820613690009,0.0168
sn1997cn-19970605.30-fast.flm,1997cn,17.899291896149062,0.7867820613690009,0.0168
sn1997cn-19970607.18-fast.flm,1997cn,19.748229740363637,0.7867820613690009,0.0168
sn1997cn-19970608.29-fast.flm,1997cn,20.8398898505137,0.7867820613690009,0.0168
sn1997cn-19970609.21-fast.flm,1997cn,21.744689221086333,0.7867820613690009,0.0168
sn1997cn-19970611.22-fast.flm,1997cn,23.72147915027795,0.7867820613690009,0.0168
sn1997cn-19970701.25-mmt.flm,1997cn,43.42053501180317,0.7867820613690009,0.0168
sn1997ct-19970701.29-fast.flm,1997ct,,,0.03
sn1997cw-19970714.46-fast.flm,1997cw,,,0.0171
sn1997cw-19970907.43-mmt.flm,1997cw,,,0.0171
sn1997do-19971102.46-fast.flm,1997do,-11.523611523610947,0.09900009900009901,0.0101
sn1997do-19971103.43-fast.flm,1997do,-10.563310563308834,0.09900009900009901,0.0101
sn1997do-19971106.51-fast.flm,1997do,-7.514107514104056,0.09900009900009901,0.0101
sn1997do-19971107.51-fast.flm,1997do,-6.5241065241030665,0.09900009900009901,0.0101
sn1997do-19971122.45-fast.flm,1997do,8.266508266506825,0.09900009900009901,0.0101
sn1997do-19971124.45-fast.flm,1997do,10.246510246508805,0.09900009900009901,0.0101
sn1997do-19971125.38-fast.flm,1997do,11.167211167210015,0.09900009900009901,0.0101
sn1997do-19971126.37-fast.flm,1997do,12.147312147316182,0.09900009900009901,0.0101
sn1997do-19971128.50-fast.flm,1997do,14.256014256015696,0.09900009900009901,0.0101
sn1997do-19971129.55-fast.flm,1997do,15.295515295519618,0.09900009900009901,0.0101
sn1997do-19971204.33-fast.flm,1997do,20.0277200277232,0.09900009900009901,0.0101
sn1997do-19971205.30-fast.flm,1997do,20.98802098802531,0.09900009900009901,0.0101
sn1997do-19971205.35-mmt.flm,1997do,21.03752103752104,0.09900009900009901,0.0101
sn1997do-19980101.40-fast.flm,1997do,47.8170478170507,0.09900009900009901,0.0101
sn1997dt-19971123.19-fast.flm,1997dt,-10.63238359972116,0.3971011615208974,0.0073
sn1997dt-19971124.09-fast.flm,1997dt,-9.738905986304921,0.3971011615208974,0.0073
sn1997dt-19971125.11-fast.flm,1997dt,-8.726298024422588,0.3971011615208974,0.0073
sn1997dt-19971126.14-fast.flm,1997dt,-7.703762533507432,0.3971011615208974,0.0073
sn1997dt-19971129.11-fast.flm,1997dt,-4.755286409213613,0.3971011615208974,0.0073
sn1997dt-19971204.11-fast.flm,1997dt,0.20847810979760437,0.3971011615208974,0.0073
sn1997dt-19971206.11-fast.flm,1997dt,2.1939839174020914,0.3971011615208974,0.0073
sn1997dt-19971228.12-fast.flm,1997dt,24.044475330091494,0.3971011615208974,0.0073
sn1998D-19980222.43-fast.flm,1998D,,,0.0126
sn1998D-19980224.49-fast.flm,1998D,,,0.0126
sn1998D-19980304.42-fast.flm,1998D,,,0.0126
sn1998D-19980321.50-fast.flm,1998D,,,0.0126
sn1998V-19980319.51-fast.flm,1998V,0.3046982504471669,0.7863180656575585,0.0174
sn1998V-19980320.50-fast.flm,1998V,1.2777668566963931,0.7863180656575585,0.0174
sn1998V-19980321.51-fast.flm,1998V,2.270493414591063,0.7863180656575585,0.0174
sn1998V-19980331.48-fast.flm,1998V,12.069982307849529,0.7863180656575585,0.0174
sn1998V-19980401.50-fast.flm,1998V,13.07253784155977,0.7863180656575585,0.0174
sn1998V-19980403.49-fast.flm,1998V,15.028504029880944,0.7863180656575585,0.0174
sn1998V-19980419.50-fast.flm,1998V,30.764694318854833,0.7863180656575585,0.0174
sn1998V-19980429.50-fast.flm,1998V,40.593670139574314,0.7863180656575585,0.0174
sn1998V-19980502.49-fast.flm,1998V,43.532533909967434,0.7863180656575585,0.0174
sn1998ab-19980403.38-fast.flm,1998ab,-7.80915287244798,0.4868549172346641,0.027
sn1998ab-19980418.28-fast.flm,1998ab,6.6991236611464275,0.4868549172346641,0.027
sn1998ab-19980419.29-fast.flm,1998ab,7.682570593962433,0.4868549172346641,0.027
sn1998ab-19980429.28-fast.flm,1998ab,17.40993184030904,0.4868549172346641,0.027
sn1998ab-19980430.26-fast.flm,1998ab,18.364167478092096,0.4868549172346641,0.027
sn1998ab-19980501.27-fast.flm,1998ab,19.347614410901016,0.4868549172346641,0.027
sn1998ab-19980502.26-fast.flm,1998ab,20.311587147030753,0.4868549172346641,0.027
sn1998ab-19980503.26-fast.flm,1998ab,21.285296981500082,0.4868549172346641,0.027
sn1998ab-19980504.28-fast.flm,1998ab,22.27848101265568,0.4868549172346641,0.027
sn1998ab-19980516.24-fast.flm,1998ab,33.92405063290799,0.4868549172346641,0.027
sn1998ab-19980518.22-fast.flm,1998ab,35.85199610516038,0.4868549172346641,0.027
sn1998ab-19980528.24-fast.flm,1998ab,45.608568646539936,0.4868549172346641,0.027
sn1998ab-19980601.22-fast.flm,1998ab,49.483933787730976,0.4868549172346641,0.027
sn1998an-19980418.17-fast.flm,1998an,,,0.0188
sn1998aq-19980418.29-fast.flm,1998aq,-9.871501145528654,0.39844606036457814,0.0039
sn1998aq-19980419.26-fast.flm,1998aq,-8.905269449143393,0.39844606036457814,0.0039
sn1998aq-19980424.37-fast.flm,1998aq,-3.8151210279853274,0.39844606036457814,0.0039
sn1998aq-19980427.29-fast.flm,1998aq,-0.9064647873256465,0.39844606036457814,0.0039
sn1998aq-19980428.26-fast.flm,1998aq,0.05976690905961515,0.39844606036457814,0.0039
sn1998aq-19980429.26-fast.flm,1998aq,1.0558820599710605,0.39844606036457814,0.0039
sn1998aq-19980430.24-fast.flm,1998aq,2.0320749078602183,0.39844606036457814,0.0039
sn1998aq-19980501.25-fast.flm,1998aq,3.038151210282807,0.39844606036457814,0.0039
sn1998aq-19980502.23-fast.flm,1998aq,4.014344058179213,0.39844606036457814,0.0039
sn1998aq-19980503.24-fast.flm,1998aq,5.020420360594554,0.39844606036457814,0.0039
sn1998aq-19980504.26-fast.flm,1998aq,6.036457814528287,0.39844606036457814,0.0039
sn1998aq-19980516.17-fast.flm,1998aq,17.90018926187983,0.39844606036457814,0.0039
sn1998aq-19980518.20-fast.flm,1998aq,19.922303018228906,0.39844606036457814,0.0039
sn1998aq-19980528.22-fast.flm,1998aq,29.903376830365648,0.39844606036457814,0.0039
sn1998aq-19980529.19-fast.flm,1998aq,30.86960852675091,0.39844606036457814,0.0039
sn1998aq-19980531.20-fast.flm,1998aq,32.8717999800777,0.39844606036457814,0.0039
sn1998aq-19980602.23-fast.flm,1998aq,34.893913736434016,0.39844606036457814,0.0039
sn1998aq-19980617.16-fast.flm,1998aq,49.76591293954219,0.39844606036457814,0.0039
sn1998aq-19980621.18-fast.flm,1998aq,53.770295846203005,0.39844606036457814,0.0039
sn1998aq-19980624.19-fast.flm,1998aq,56.76860245044849,0.39844606036457814,0.0039
sn1998aq-19980626.18-fast.flm,1998aq,58.750871600760235,0.39844606036457814,0.0039
