Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15,bootstrap_age,snid_std_dev,delta_age,delta_age_unc
sn1998ab-19980419.29-fast.flm,60.68,1998ab,7.682570593962433,0.4868549172346641,0.027,1.04,91T,1.04,8.965,0.5129,1.2824294060375667,0.7071733312530752
sn2007ci-20070521.19-fast.flm,71.42,2007ci,-5.1178781925335235,0.1964636542239685,0.018,1.6,N,1.6,-0.8,0.6071,4.317878192533524,0.6380974670307311
sn2002fk-20020927.46-fast.flm,84.49,2002fk,-3.4143920595556607,0.3970223325062034,0.0075,1.13,N,1.13,-1.5,0.6246,1.9143920595556607,0.7401026229575641
sn2005eq-20051007.40-fast.flm,33.44,2005eq,-3.498542274051064,0.3887269193391643,0.029,0.88,91T,0.88,-5.0,0.8517,-1.501457725948936,0.9362165923646714
sn1998ab-19980403.38-fast.flm,52.78,1998ab,-7.80915287244798,0.4868549172346641,0.027,1.04,91T,1.04,,,,
sn2001es-20011013.34-fast.flm,9.07,2001es,,,0.042,,,,,,,
sn1999gp-20000112.09-fast.flm,82.05,1999gp,4.860231810653514,1.266192656082595,0.0267,0.87,91T,0.87,3.05,0.62,-1.810231810653514,1.40983823267689
sn2002bs-20020409.34-fast.flm,131.23,2002bs,,,0.0099,,,,14.1,0.8958,,
sn2006X-20060721.16-fast.flm,5.47,2006X,150.27855153203834,0.7958615200955034,0.0052,1.18,HV,1.18,129.475,14.1099,-20.80355153203834,14.132327252408526
sn2007co-20070616.35-fast.flm,44.63,2007co,2.6777020447906525,0.0973709834469328,0.027,1.16,N,1.16,2.3,2.6671,-0.3777020447906527,2.668876827134857
sn2003cq-20030427.22-fast.flm,12.03,2003cq,17.439272234592153,0.8709958385754378,0.0333,1.2,N,1.2,18.0,1.4435,0.5607277654078473,1.6859199271660947
sn2006bw-20060502.31-fast.flm,29.81,2006bw,4.864077669897826,3.3980582524271843,0.03,1.28,N,1.28,5.09,0.8987,0.22592233010217377,3.5148914032852407
sn2005am-20050314.23-fast.flm,99.98,2005am,7.863942879809889,0.4958349861166204,0.0084,1.3,N,1.3,6.75,0.4444,-1.1139428798098887,0.6658405916263059
sn2000fa-20001228.41-fast.flm,34.41,2000fa,14.011553901894592,0.1958288455889552,0.0213,1.0,N,1.0,13.6,0.3045,-0.4115539018945924,0.3620347866776104
sn1994D-19940517.17-fast.flm,26.65,1994D,56.50613221657021,0.0997108385681523,0.0029,1.37,N,1.37,64.35,2.0138,7.843867783429786,2.0162670188563725
sn2003du-20030706.19-fast.flm,29.57,2003du,59.707869634343986,0.9936406995230525,0.0064,1.07,N,1.07,60.9,1.5429,1.1921303656560127,1.8351736293192153
sn2002aw-20020217.51-fast.flm,13.23,2002aw,-1.8412079883092236,0.8767657087189479,0.0265,1.05,N,1.05,-3.1,0.7142,-1.2587920116907765,1.1308402840301714
sn1995al-19951127.52-fast.flm,145.64,1995al,19.321460551187197,0.5969555268132524,0.0051,0.87,HV,0.87,17.45,0.6915,-1.871460551187198,0.9135251233506869
sn2005hc-20051031.29-fast.flm,18.74,2005hc,6.300793574915176,0.382445740510565,0.0459,1.03,N,1.03,5.9,0.6578,-0.4007935749151761,0.7608978804246168
sn1999gh-20000112.38-fast.flm,39.48,1999gh,42.056167510169075,0.8931229532598988,0.0077,1.69,N,1.69,43.65,1.2058,1.5938324898309233,1.5005406524448723
sn2006lf-20061226.26-fast.flm,9.62,2006lf,49.60521121200358,0.1973943939992104,0.0132,1.3,N,1.3,57.8,1.1728,8.194788787996416,1.18929575244441
sn2005mc-20060104.38-fast.flm,25.59,2005mc,5.637374426995841,0.1950648590656393,0.0253,1.63,N,1.63,6.4,0.593,0.7626255730041596,0.6242590001291913
sn2005hk-20051105.22-fast.flm,53.33,2005hk,-5.310957551823673,0.493583415597236,0.013,1.56,pec,1.56,,,,
sn2003cg-20030411.23-fast.flm,37.68,2003cg,10.785778308935113,0.3983666965441689,0.0041,1.26,N,1.26,10.25,0.3602,-0.5357783089351127,0.5370661643741057
sn2001eh-20010915.42-fast.flm,38.04,2001eh,-2.0055925175988296,0.2892681515765114,0.0371,0.92,91T,0.92,-3.2,1.169,-1.1944074824011706,1.204257889123626
sn1994D-19940318.36-fast.flm,320.08,1994D,-3.130920331039404,0.0997108385681523,0.0029,1.37,N,1.37,-2.35,0.8385,0.780920331039404,0.8444077814231488
sn2002fk-20021114.27-fast.flm,47.77,2002fk,44.039702233246,0.3970223325062034,0.0075,1.13,N,1.13,44.15,1.2491,0.11029776675400171,1.3106782757445348
sn2007al-20070314.26-fast.flm,37.95,2007al,4.307874715937736,0.2964133978855844,0.0121,1.89,91bg,1.89,0.8,1.3956,-3.507874715937736,1.4267306201403536
sn2003kf-20031227.42-fast.flm,64.63,2003kf,19.475878499101988,0.3970617431010522,0.0074,1.1,N,1.1,17.35,0.6361,-2.1258784991019866,0.7498541443737214
sn2004dt-20041212.18-fast.flm,6.87,2004dt,109.26034922503176,0.6866784382970373,0.0194,1.14,HV,1.14,,,,
sn2002bz-20020406.36-fast.flm,46.7,2002bz,,,0.037,,,,0.45,0.6858,,
sn2001C-20010222.25-fast.flm,44.87,2001C,,,0.0109,,,,46.2,1.9086,,
sn1998bu-19980531.18-fast.flm,227.09,1998bu,11.446804267627083,0.4985541928407618,0.0029,1.03,N,1.03,11.3,0.2567,-0.14680426762708265,0.5607594610874644
sn2006cc-20060508.34-fast.flm,24.88,2006cc,-9.645554909942284,0.0968429207824908,0.0326,0.97,,0.97,-1.4,1.4024,8.245554909942284,1.4057397736799242
sn2004gs-20050109.38-fast.flm,14.47,2004gs,22.96902396258959,0.0974089226573154,0.0266,1.41,N,1.41,27.5,1.0172,4.5309760374104115,1.0218533839124178
sn2006oa-20061123.13-fast.flm,27.49,2006oa,-3.839622641509159,0.0943396226415094,0.06,0.89,,0.89,-5.3,0.7247,-1.4603773584908408,0.730814651194229
sn1998D-19980222.43-fast.flm,32.52,1998D,,,0.0126,,,,27.9,1.1998,,
sn1995D-19951202.44-mmt.flm,1.97,1995D,282.8449389093129,0.09933445912387,0.0067,1.05,N,1.05,217.9,15.7887,-64.94493890931287,15.789012477820437
sn1998aq-19980528.22-fast.flm,139.28,1998aq,29.903376830365648,0.3984460603645781,0.0039,1.11,N,1.11,32.9,1.1256,2.9966231696343506,1.1940412987079019
sn2007af-20070415.33-fast.flm,106.63,2007af,31.06226377561488,0.3978516013526954,0.0054,1.04,N,1.04,29.5,1.119,-1.5622637756148805,1.1876223712522866
sn1998V-19980320.50-fast.flm,55.33,1998V,1.2777668566963931,0.7863180656575585,0.0174,0.99,N,0.99,0.9,0.7657,-0.3777668566963931,1.0975393343199342
sn1997dt-19971124.09-fast.flm,73.14,1997dt,-9.73890598630492,0.3971011615208974,0.0073,1.04,N,1.04,-3.4,0.8128,6.338905986304919,0.9046176941013512
sn2002bo-20020520.14-fast.flm,5.49,2002bo,57.19406551827375,0.6970028875833914,0.0043,1.08,HV,1.08,58.8,1.6056,1.6059344817262442,1.7503612156636656
sn2005am-20050517.14-fast.flm,0.96,2005am,71.24157080523256,0.4958349861166204,0.0084,1.3,N,1.3,,,,
sn2007au-20070319.26-fast.flm,54.04,2007au,-5.62745098039016,0.392156862745098,0.02,1.69,N,1.69,-2.5,1.1492,3.12745098039016,1.2142683579003768
sn1999gp-20000102.21-fast.flm,58.8,1999gp,-4.762832375571655,1.266192656082595,0.0267,0.87,91T,0.87,-3.6,0.3815,1.162832375571655,1.3224167619617866
sn1997cn-19970603.23-fast.flm,10.39,1997cn,15.86349331235706,0.7867820613690009,0.0168,1.9,91bg,1.9,25.75,1.2231,9.88650668764294,1.4543038272974649
sn1996X-19960415.32-fast.flm,196.85,1996X,-2.76122367898176,0.2979737783075089,0.0068,1.26,N,1.26,-1.6,0.8069,1.1612236789817598,0.860160440010381
sn2002jy-20030103.12-fast.flm,61.95,2002jy,7.963907414674989,0.3923107100823852,0.0196,0.88,N,0.88,5.7,0.5155,-2.263907414674989,0.64780239521427
sn1995al-19960210.31-fast.flm,43.54,1995al,93.73196696845996,0.5969555268132524,0.0051,0.87,HV,0.87,88.0,3.7113,-5.7319669684599575,3.7590030049193746
sn2001G-20010301.45-fast.flm,38.13,2001G,39.19158143194193,2.1636506687647525,0.0168,,N,,39.8,1.1343,0.6084185680580703,2.4429532755347902
sn2002bf-20020309.25-fast.flm,77.22,2002bf,4.734478719248872,1.0737992971495511,0.0244,1.12,HV,1.12,1.95,2.5284,-2.784478719248872,2.7469713304945267
sn2000cf-20000602.33-fast.flm,8.69,2000cf,24.150906985718677,0.7719027402547279,0.0364,1.16,N,1.16,22.45,0.9238,-1.700906985718678,1.2038439601596038
sn1999cb-19990514.38-fast.flm,13.2,1999cb,,,0.0291,,,,62.15,1.3845,,
sn1995Y-19950916.49-fast.flm,6.49,1995Y,,,0.0177,,,,,,,
sn2007S-20070414.25-fast.flm,31.68,2007S,59.325377256141095,0.0986290561199329,0.0139,0.94,91T,0.94,23.35,1.7917,-35.975377256141094,1.794412600465988
sn1999aa-19990322.27-fast.flm,76.41,1999aa,26.488564668765125,0.887223974763407,0.0144,0.78,91T,0.78,25.0,1.188,-1.4885646687651253,1.4827374620596117
sn2006X-20060324.34-fast.flm,69.83,2006X,32.07321925984676,0.7958615200955034,0.0052,1.18,HV,1.18,35.3,1.5534,3.226780740153238,1.7454074364367549
sn2002bo-20020403.19-fast.flm,189.59,2002bo,10.445086129647754,0.6970028875833914,0.0043,1.08,HV,1.08,9.4,0.3318,-1.0450861296477534,0.7719483566272978
sn2000fa-20001218.38-fast.flm,64.45,2000fa,4.190737295602502,0.1958288455889552,0.0213,1.0,N,1.0,4.24,0.3346,0.04926270439749825,0.3876933024501492
sn1994ae-19950131.40-fast.flm,64.13,1994ae,62.63068804142333,0.7965747286667331,0.0043,0.96,N,0.96,68.45,2.2148,5.8193119585766695,2.3536929150487067
sn2003kf-20031223.40-fast.flm,41.58,2003kf,15.485407980939591,0.3970617431010522,0.0074,1.1,N,1.1,14.4,0.6627,-1.085407980939591,0.7725472916491559
sn2007bc-20070416.21-fast.flm,51.65,2007bc,6.1814263322861205,0.097962382445141,0.0208,1.37,N,1.37,5.85,0.5649,-0.33142633228612084,0.5733311768727809
sn1994D-19940405.34-fast.flm,171.61,1994D,14.79708844351033,0.0997108385681523,0.0029,1.37,N,1.37,17.6,1.2021,2.802911556489672,1.2062282791113645
sn1998ec-19981015.48-fast.flm,49.16,1998ec,11.746249632320032,1.568781253064026,0.0199,1.08,HV,1.08,11.0,0.292,-0.7462496323200316,1.5957251078945693
sn1997do-19971129.55-fast.flm,117.83,1997do,15.295515295519618,0.099000099000099,0.0101,0.94,HV,0.94,14.35,0.6277,-0.945515295519618,0.6354591329125969
sn2007af-20070327.45-fast.flm,101.21,2007af,12.283668191763024,0.3978516013526954,0.0054,1.04,N,1.04,11.81,0.4009,-0.4736681917630232,0.5648067870510269
sn1998eb-19980919.49-fast.flm,18.91,1998eb,,,0.0128,,,,69.2,1.6752,,
sn2004gs-20041219.42-fast.flm,25.08,2004gs,2.552113773617128,0.0974089226573154,0.0266,1.41,N,1.41,6.25,0.6521,3.697886226382872,0.6593352017094635
sn1999ac-19990409.45-fast.flm,80.78,1999ac,26.696384348684585,0.6934125804853887,0.0095,1.23,91T,1.23,30.85,1.2977,4.153615651315416,1.471341665547267
sn2001ck-20010627.22-fast.flm,26.6,2001ck,14.41963854257104,0.1932927418575432,0.0347,1.05,N,1.05,13.9,0.3274,-0.5196385425710393,0.3802010574088489
sn2006lf-20061222.24-fast.flm,9.5,2006lf,45.63758389261543,0.1973943939992104,0.0132,1.3,N,1.3,48.2,2.4709,2.5624161073845713,2.4787721470079322
sn1998aq-19980715.21-fast.flm,71.07,1998aq,77.70694292260389,0.3984460603645781,0.0039,1.11,N,1.11,86.65,1.9688,8.94305707739612,2.008714191471762
sn2002bw-20020404.50-fast.flm,10.93,2002bw,,,0.0175,,,,15.7,1.1775,,
sn2003ic-20031001.32-fast.flm,31.05,2003ic,7.125935752863451,1.421396759215389,0.0553,,N,,9.4,0.5556,2.2740642471365495,1.5261258490399836
sn2007bm-20070423.23-fast.flm,48.61,2007bm,-11.200556549390576,0.3975352812562115,0.0062,1.09,N,1.09,-5.0,1.3502,6.200556549390576,1.4075064262174632
sn2006le-20061226.28-fast.flm,18.67,2006le,47.0611362296023,0.2948692746215844,0.0174,0.88,N,0.88,49.3,1.8023,2.2388637703976997,1.8262620784312036
sn2005hf-20051101.22-fast.flm,52.94,2005hf,12.865497076021718,0.4793404275716614,0.0431,1.31,,1.31,24.0,5.7763,11.134502923978282,5.796154668010903
sn1994M-19940509.23-fast.flm,25.38,1994M,6.577404222051603,0.8795934323690382,0.0232,1.26,HV,1.26,5.55,0.5744,-1.0274042220516035,1.0505331818970527
sn2005be-20050407.39-fast.flm,26.3,2005be,7.719806763283056,0.4830917874396135,0.035,1.49,,1.49,7.0,0.4327,-0.7198067632830556,0.6485421845120027
sn2005na-20060122.27-fast.flm,27.46,2005na,15.950501802587295,1.2666861541459613,0.0263,1.09,N,1.09,17.9,1.3277,1.9494981974127032,1.8350152868859393
snf20080522-000-20080606.31-mmt.flm,159.83,snf20080522-000,1.7320574162657147,0.0956937799043062,0.045,,91T,,1.1,1.0923,-0.6320574162657147,1.0964837388271538
sn2006dv-20060725.43-fast.flm,22.67,2006dv,,,0.033,,,,2.4,0.5732,,
sn2002fb-20020909.43-fast.flm,22.97,2002fb,-2.6289877904669687,1.2800315084679008,0.0156,1.77,91bg,1.77,-5.3,0.6797,-2.671012209533031,1.4493007806078797
sn2001G-20010325.27-mmt.flm,48.25,2001G,62.61801730920364,2.1636506687647525,0.0168,,N,,63.95,2.6541,1.3319826907963659,3.424270875156661
sn2003ek-20030523.33-fast.flm,14.1,2003ek,,,0.036,,,,4.9,1.8432,,
sn2002cd-20020617.45-fast.flm,9.12,2002cd,58.64014251781473,0.3958828186856691,0.0104,0.84,HV,0.84,67.9,2.6571,9.259857482185275,2.6864295293438296
sn2006ak-20060221.33-fast.flm,46.26,2006ak,7.349966284562813,0.4816491667469415,0.0381,1.22,,1.22,6.3,0.3444,-1.0499662845628128,0.5921125567221346
sn2007so-20071216.21-fast.flm,20.32,2007so,,,0.0298,,,,22.0,1.5864,,
sn1998es-19981213.18-fast.flm,86.76,1998es,17.29665545220978,0.8905600633287157,0.0106,0.85,91T,0.85,16.8,0.4994,-0.49665545220977947,1.0210277108854815
sn2001fe-20011114.49-fast.flm,120.74,2001fe,-1.6873889875657455,0.0986777185711466,0.0134,1.0,N,1.0,-0.8,0.802,0.8873889875657455,0.8080478278805077
sn1999gp-20000105.10-fast.flm,82.93,1999gp,-1.9479887016655304,1.266192656082595,0.0267,0.87,91T,0.87,-2.05,0.6364,-0.10201129833446942,1.4171269534934041
sn1997do-19971204.33-fast.flm,108.93,1997do,20.0277200277232,0.099000099000099,0.0101,0.94,HV,0.94,19.3,0.7245,-0.7277200277231977,0.7312327055062768
sn1998aq-19980428.26-fast.flm,335.94,1998aq,0.0597669090596151,0.3984460603645781,0.0039,1.11,N,1.11,-0.75,1.028,-0.8097669090596151,1.1025167858223532
sn2006oa-20061127.10-fast.flm,17.51,2006oa,-0.0943396226401366,0.0943396226415094,0.06,0.89,,0.89,-1.95,0.9894,-1.8556603773598634,0.9938874807543067
sn2006et-20060922.37-fast.flm,40.03,2006et,6.328247261346991,0.4890453834115806,0.0224,1.02,N,1.02,4.6,0.5687,-1.7282472613469917,0.7500567158796593
sn2006al-20060226.29-fast.flm,14.9,2006al,4.2981552579865,0.280925180260324,0.0679,1.35,N,1.35,3.0,0.6771,-1.2981552579865,0.7330643675041746
sn1998bu-19980627.20-fast.flm,184.84,1998bu,38.388672848738665,0.4985541928407618,0.0029,1.03,N,1.03,41.5,0.9994,3.111327151261335,1.116851218022841
sn2003fa-20030609.38-fast.flm,16.2,2003fa,-6.555171088042781,0.4805843906189927,0.0404,0.8,91T,0.8,-6.25,1.0696,0.3051710880427807,1.1726062921998281
sn1999X-19990209.32-fast.flm,68.06,1999X,14.944883426006935,0.97551458394303,0.0251,1.11,,1.11,11.6,0.3258,-3.344883426006936,1.0284815717773181
sn2000fa-20010115.41-fast.flm,8.25,2000fa,31.636150004900564,0.1958288455889552,0.0213,1.0,N,1.0,32.2,1.6597,0.5638499950994387,1.671213040508212
sn2004ef-20040915.30-fast.flm,51.92,2004ef,-0.3879728418954212,0.1939864209505334,0.031,1.39,HV,1.39,-1.1,2.1143,-0.712027158104579,2.1231804495881166
sn2007co-20070610.39-fast.flm,48.55,2007co,-3.125608568645694,0.0973709834469328,0.027,1.16,N,1.16,-2.5,1.9007,0.6256085686456938,1.9031924753995384
sn1995al-19951124.51-mmt.flm,96.49,1995al,16.326733658345926,0.5969555268132524,0.0051,0.87,HV,0.87,14.5,0.7573,-1.8267336583459262,0.9642920672663898
sn2002fk-20021226.27-fast.flm,24.11,2002fk,85.72704714639735,0.3970223325062034,0.0075,1.13,N,1.13,84.8,2.2227,-0.9270471463973564,2.2578799840799038
sn2002bf-20020306.22-fast.flm,79.54,2002bf,1.7766497461926094,1.0737992971495511,0.0244,1.12,HV,1.12,-2.8,1.702,-4.57664974619261,2.012423645895384
sn1999gh-19991213.51-fast.flm,103.09,1999gh,12.414409050314614,0.8931229532598988,0.0077,1.69,N,1.69,22.3,0.8077,9.885590949685387,1.2041793469577873
sn1998bu-19980528.19-fast.flm,497.0,1998bu,8.46545019444136,0.4985541928407618,0.0029,1.03,N,1.03,7.765,0.1944,-0.7004501944413599,0.5351146075366505
sn2003Y-20030201.33-fast.flm,19.58,2003Y,-5.280755236498519,0.1966761726816796,0.0169,1.65,91bg,1.65,0.8,0.9808,6.0807552364985185,1.000325025629527
sn2000cx-20001230.10-fast.flm,13.06,2000cx,154.05217736335248,0.2975895248487253,0.0081,0.99,pec,0.99,,,,
sn2001C-20010328.18-fast.flm,22.52,2001C,,,0.0109,,,,80.95,2.5547,,
sn2003kc-20031225.51-fast.flm,28.57,2003kc,20.42771434101082,2.806270563189471,0.0334,,HV,,21.7,1.8818,1.2722856589891798,3.3788053678517427
sn2003ia-20030919.17-fast.flm,23.66,2003ia,,,0.0298,,,,17.5,1.6879,,
sn1993ac-19931016.49-mmt.flm,27.2,1993ac,6.940874035990548,1.1425307055127103,0.0503,1.19,HV,1.19,5.4,1.1075,-1.540874035990548,1.5912047835019134
sn2002ha-20021108.09-fast.flm,83.3,2002ha,5.6092271293326625,0.5914826498422713,0.0144,1.22,N,1.22,3.8,0.4853,-1.8092271293326627,0.7650933374853259
sn2005eu-20051109.30-fast.flm,19.85,2005eu,22.804135665287298,0.0,0.0349,0.89,N,0.89,19.4,0.9877,-3.404135665287299,0.9877
sn2008C-20080111.32-mmt.flm,152.34,2008C,10.34414945919056,0.4916420845624386,0.017,1.11,N,1.11,9.25,0.4808,-1.0941494591905592,0.6876631292376377
sn2005am-20050310.21-fast.flm,122.71,2005am,3.877429591428219,0.4958349861166204,0.0084,1.3,N,1.3,2.9,0.6763,-0.9774295914282192,0.8385904980723721
sn2005ls-20051227.20-fast.flm,30.24,2005ls,16.64871217314661,0.3917344040740378,0.0211,0.98,,0.98,16.2,0.9873,-0.4487121731466104,1.0621756603007062
sn2003cq-20030410.22-fast.flm,15.76,2003cq,0.987128617056106,0.8709958385754378,0.0333,1.2,N,1.2,-2.0,0.8863,-2.987128617056106,1.2426429257094453
sn1999aa-19990421.15-fast.flm,23.93,1999aa,55.94440063091483,0.887223974763407,0.0144,0.78,91T,0.78,52.2,0.7859,-3.744400630914825,1.1852447812139815
sn2001eh-20010923.37-fast.flm,60.97,2001eh,5.660013499182933,0.2892681515765114,0.0371,0.92,91T,0.92,4.22,0.5844,-1.4400134991829336,0.6520731734372237
sn1999cc-19990612.32-fast.flm,11.12,1999cc,24.93697886368156,0.2908667830133798,0.0314,1.35,N,1.35,27.52,1.0327,2.5830211363184397,1.0728805970193294
